id,title,source,price,currency,listing_created_on,is_active,last_modified_timestamp
303,"Harris, Mckenzie and Gilbert",Airbnb,4378.51,INR,13/10/2023,TRUE,09/03/2022
304,Coleman-Wright,Airbnb,1284,EUR,17/05/2023,FALSE,13/12/2023
305,Carrillo Ltd,Apartments.com,1261.88,USD,12/10/2022,TRUE,05/12/2021
306,Walker-Rice,Craigslist,3964.74,USD,09/05/2021,TRUE,31/03/2020
307,"Smith, Alexander and Garcia",Craigslist,4287.02,EUR,30/12/2021,TRUE,19/02/2021
308,Lewis-Parker,Realtor,4811.65,USD,09/07/2020,TRUE,11/08/2022
309,Riddle-Johnson,Airbnb,4839,EUR,13/06/2023,TRUE,31/01/2021
310,Flores-Landry,Airbnb,1986.88,USD,19/08/2020,FALSE,09/02/2025
311,Singh PLC,Zillow,4147.68,EUR,06/12/2023,TRUE,21/09/2023
312,"Cantrell, Rojas and Guerrero",Apartments.com,3569.98,INR,05/05/2022,TRUE,11/08/2024
313,Kaufman and Sons,Zillow,3225.1,EUR,17/09/2023,TRUE,06/03/2021
314,Mitchell-Williams,Craigslist,4196.65,USD,30/09/2020,TRUE,09/08/2020
315,Martin-King,Airbnb,2320.77,INR,14/07/2022,FALSE,26/11/2020
316,"Thornton, Lopez and Hansen",Apartments.com,3994.09,EUR,31/05/2023,TRUE,10/01/2022
317,"Larson, Manning and Williams",Zillow,4019.18,USD,03/05/2020,TRUE,17/10/2020
318,"Perkins, Gardner and Newman",Craigslist,1486.02,INR,21/03/2022,TRUE,30/03/2023
319,"Kelly, Parker and Rangel",Realtor,4359.58,INR,20/07/2023,FALSE,15/01/2021
320,"Graham, Collins and Gutierrez",Realtor,2806.89,EUR,01/05/2020,TRUE,30/06/2021
321,"Oconnor, Russell and Moore",Apartments.com,2987.14,EUR,28/08/2022,TRUE,05/03/2024
322,Stewart-Werner,Craigslist,3346.44,USD,06/10/2023,FALSE,03/01/2020
323,Wells-Thompson,Zillow,3542.1,EUR,01/01/2020,TRUE,23/09/2023
324,Nicholson-Huffman,Realtor,2861.84,EUR,20/10/2024,FALSE,09/01/2025
325,Salinas-Gomez,Zillow,2201.42,INR,09/12/2022,FALSE,23/08/2024
326,Harper-Lee,Realtor,2814.44,INR,16/06/2024,TRUE,13/08/2023
327,Bryant-Melton,Zillow,1006.45,INR,27/03/2022,TRUE,29/03/2023
328,Brooks LLC,Apartments.com,2149.06,INR,26/02/2021,FALSE,05/04/2021
329,"Lara, Zamora and Richards",Craigslist,4832.37,EUR,08/01/2022,TRUE,29/04/2021
330,"Oconnell, Burgess and Townsend",Airbnb,2197.68,INR,13/09/2022,TRUE,03/02/2021
331,"Lopez, Arias and Jackson",Zillow,4954.73,USD,03/08/2024,FALSE,20/08/2020
332,Valenzuela PLC,Zillow,3058.74,USD,14/05/2023,TRUE,16/05/2022
333,Ortega Group,Realtor,1295,EUR,15/03/2021,FALSE,04/12/2024
334,"Gillespie, Montgomery and Jacobs",Zillow,1088.86,INR,16/10/2022,TRUE,24/07/2021
335,Cruz LLC,Airbnb,3800.54,INR,20/12/2021,FALSE,20/07/2022
336,Preston PLC,Craigslist,4808.66,USD,25/07/2023,TRUE,19/07/2020
337,Harris-Hamilton,Realtor,3987.93,USD,10/06/2021,FALSE,02/07/2023
338,Norman-White,Zillow,1374.53,EUR,25/12/2020,FALSE,03/03/2020
339,Burns-Delgado,Craigslist,2965.51,USD,14/10/2023,TRUE,15/05/2023
340,Williams Inc,Zillow,2412.38,INR,14/08/2022,FALSE,01/03/2022
341,"Anderson, Sanders and Wagner",Craigslist,1766.57,USD,29/01/2025,FALSE,31/10/2022
342,"Bell, Jones and Reed",Realtor,3132.77,USD,31/01/2020,TRUE,31/03/2021
343,"Mcdaniel, Johnson and Taylor",Realtor,3463.88,EUR,03/10/2020,FALSE,16/02/2020
344,Ramsey LLC,Realtor,2258.84,EUR,16/03/2024,TRUE,17/04/2023
345,"Davis, Mclaughlin and Mcmillan",Craigslist,3490.54,USD,24/06/2023,TRUE,01/03/2021
346,Davis Ltd,Apartments.com,3176.93,USD,04/05/2023,TRUE,07/07/2020
347,Hall-Edwards,Craigslist,3158.14,USD,23/08/2023,TRUE,23/10/2024
348,Smith Ltd,Airbnb,2221.51,INR,21/08/2021,FALSE,28/02/2022
349,"Short, Rojas and Tucker",Craigslist,2627.62,USD,03/11/2022,TRUE,23/02/2022
350,"Mcgee, Ward and Schaefer",Realtor,1821.55,USD,08/09/2023,TRUE,04/03/2025
351,Thomas Inc,Zillow,3424.72,USD,14/11/2023,FALSE,21/05/2023
352,"Hughes, Hebert and Williams",Craigslist,4251.5,EUR,13/11/2020,TRUE,18/09/2020
353,Fitzgerald Ltd,Realtor,3258.02,USD,15/03/2023,FALSE,29/09/2022
354,Sanders-Levine,Zillow,2485.51,USD,30/12/2020,FALSE,17/04/2024
355,Flores-Martin,Airbnb,2180.96,INR,25/11/2024,FALSE,02/02/2025
356,"Chase, Bell and Fleming",Zillow,2043.35,INR,29/03/2020,FALSE,02/06/2022
357,"Mays, Green and Ortega",Realtor,1326.65,EUR,16/01/2024,FALSE,12/10/2022
358,Harris-Suarez,Craigslist,4243.02,EUR,27/10/2022,FALSE,20/01/2020
359,"Perry, Green and Miller",Craigslist,2405.87,USD,17/02/2020,FALSE,31/05/2022
360,Adams and Sons,Realtor,2180.6,USD,07/11/2020,FALSE,03/03/2023
361,"Charles, Bond and Potter",Realtor,1328.4,USD,17/11/2023,TRUE,20/06/2020
362,Erickson Ltd,Craigslist,1755.43,EUR,30/11/2022,FALSE,05/05/2021
363,Mcconnell-Lee,Zillow,3164.66,INR,24/10/2024,TRUE,14/10/2023
364,Thomas Ltd,Zillow,2992.5,USD,06/11/2021,FALSE,22/09/2022
365,Abbott and Sons,Zillow,1169.32,USD,15/05/2024,TRUE,26/03/2022
366,Newton Group,Craigslist,1634.9,INR,14/09/2021,TRUE,18/09/2022
367,Bean Inc,Craigslist,3794.87,EUR,24/03/2025,TRUE,23/02/2020
368,Lyons-Knox,Craigslist,3587.17,INR,29/03/2023,TRUE,21/06/2020
369,Fletcher-Wood,Zillow,4209.3,USD,21/08/2022,TRUE,14/10/2024
370,"Hughes, Cooper and Cox",Apartments.com,4105.86,USD,05/09/2023,FALSE,02/07/2023
371,Garza-Webb,Craigslist,2549.66,INR,01/01/2024,FALSE,23/06/2020
372,"Erickson, Jacobs and Lane",Airbnb,3588.39,EUR,08/03/2025,FALSE,02/12/2020
373,"Williams, Moss and Ray",Craigslist,1986.43,INR,14/01/2025,TRUE,22/12/2024
374,"Hernandez, Collins and Crawford",Zillow,3555.3,INR,10/08/2020,FALSE,08/11/2024
375,Dyer-Sanders,Realtor,1175.79,INR,18/02/2023,FALSE,31/03/2020
376,Johnson Inc,Airbnb,1002.46,USD,28/11/2022,FALSE,01/03/2025
377,Castillo-Graham,Realtor,2220.71,INR,22/10/2024,TRUE,05/04/2022
378,"Powers, Rice and Hart",Apartments.com,3907.82,INR,27/01/2025,TRUE,16/07/2023
379,Jones Ltd,Airbnb,1032.88,INR,14/08/2024,FALSE,04/11/2022
380,"Werner, Price and Tucker",Realtor,2965.48,EUR,03/04/2024,TRUE,01/09/2022
381,"Gregory, Mcgee and Smith",Realtor,4250.5,USD,09/03/2022,TRUE,14/11/2020
382,"Shaffer, Lopez and Sellers",Apartments.com,4571.55,USD,30/08/2023,TRUE,24/02/2022
383,"Walker, Murphy and King",Craigslist,2551.34,INR,07/01/2025,FALSE,14/03/2021
384,Morales-Watts,Craigslist,2762.02,INR,03/11/2022,TRUE,22/03/2022
385,Gutierrez-Rice,Craigslist,4610.22,USD,17/11/2024,TRUE,02/02/2020
386,Bush-Johnson,Apartments.com,3581.06,USD,03/12/2024,TRUE,10/04/2023
387,Esparza-Bell,Zillow,1879.15,INR,09/03/2022,FALSE,22/03/2025
388,Mendez-Robertson,Craigslist,3317.21,EUR,10/03/2020,TRUE,16/12/2022
389,Collier PLC,Zillow,1836.35,USD,10/04/2023,TRUE,09/05/2024
390,Poole-Rosario,Zillow,2134.34,USD,21/02/2024,FALSE,02/08/2022
391,Hale-Davenport,Zillow,4460.06,EUR,26/08/2024,TRUE,28/05/2024
392,Williams-Freeman,Craigslist,3731.24,EUR,02/12/2023,TRUE,01/09/2024
393,Hill Ltd,Craigslist,4338.89,EUR,07/02/2024,TRUE,23/09/2021
394,Murillo Ltd,Realtor,3098.59,USD,07/01/2024,FALSE,26/03/2020
395,Harrington-Foster,Apartments.com,4257.53,EUR,24/12/2023,TRUE,15/03/2025
396,Soto-Bonilla,Craigslist,2908.55,EUR,20/09/2022,FALSE,21/10/2023
397,"Robinson, Perry and Fisher",Airbnb,3602.86,EUR,12/03/2024,FALSE,20/04/2021
398,Matthews and Sons,Apartments.com,1114.57,INR,11/10/2022,FALSE,05/09/2022
399,Scott Inc,Realtor,3210.52,INR,23/12/2024,FALSE,24/06/2020
400,"Gregory, Myers and Williams",Realtor,4980.33,EUR,30/05/2023,FALSE,10/07/2022
401,Meyer-Santos,Realtor,4050.7,INR,17/11/2022,FALSE,11/08/2021
402,Wright-Stark,Airbnb,3436.27,INR,30/06/2020,FALSE,27/01/2021
403,"Kelly, Johnson and Krueger",Apartments.com,1613.43,INR,31/03/2024,FALSE,13/02/2020
404,Mccormick-Walls,Craigslist,3756.98,INR,31/05/2020,FALSE,08/08/2021
405,Yu Ltd,Zillow,4820.44,USD,23/02/2023,TRUE,24/02/2024
406,Powers and Sons,Realtor,3493.81,EUR,04/02/2020,TRUE,07/11/2023
407,"Robbins, Rowe and Garcia",Apartments.com,1923.28,EUR,14/09/2021,FALSE,12/03/2024
408,"Davis, Howell and Morse",Zillow,2446.64,USD,25/04/2023,TRUE,28/11/2024
409,"Arias, Christensen and Kelley",Zillow,3514.4,USD,06/06/2022,FALSE,20/04/2022
410,Thomas-Carrillo,Realtor,3136.57,INR,01/01/2022,TRUE,31/08/2020
411,Miller-Mason,Apartments.com,2858.36,EUR,12/08/2022,TRUE,15/10/2022
412,Wall and Sons,Airbnb,1113.28,USD,22/08/2023,TRUE,18/01/2020
413,Martin-Kirk,Zillow,2821.05,INR,06/12/2021,FALSE,05/03/2021
414,Maynard-Smith,Craigslist,2221.26,USD,08/08/2020,FALSE,25/07/2023
415,Krueger-Robbins,Airbnb,3823.66,USD,31/05/2020,FALSE,12/12/2021
416,"Nguyen, Thompson and Martinez",Craigslist,2073.56,INR,12/01/2021,TRUE,04/08/2022
417,"Brown, Stanley and Hopkins",Apartments.com,2848.52,EUR,01/05/2022,TRUE,28/03/2024
418,Brown PLC,Realtor,1906.4,EUR,03/05/2022,TRUE,20/06/2022
419,"Ford, Tanner and Keith",Craigslist,3308.25,INR,04/01/2022,FALSE,07/12/2024
420,Key and Sons,Apartments.com,1437.12,EUR,10/10/2022,FALSE,06/10/2024
421,Callahan-Willis,Realtor,2280.82,INR,19/02/2023,TRUE,30/11/2022
422,Braun Ltd,Zillow,2066.38,USD,29/06/2021,TRUE,05/05/2020
423,Daniels Inc,Airbnb,1897.76,INR,05/08/2022,FALSE,10/12/2024
424,"Johnson, Gilbert and Smith",Airbnb,1007.24,INR,03/02/2020,FALSE,02/06/2021
425,Johnson and Sons,Airbnb,3407.9,INR,19/06/2020,FALSE,02/09/2022
426,Parks-Morgan,Craigslist,4737.91,INR,09/02/2023,TRUE,28/09/2020
427,Howell-Black,Realtor,2157.57,INR,12/11/2023,TRUE,23/02/2023
428,Rodriguez and Sons,Zillow,1045.45,EUR,31/08/2024,FALSE,13/12/2023
429,Williams PLC,Zillow,3744.24,EUR,18/10/2024,TRUE,22/06/2021
430,Anderson Ltd,Realtor,2685.23,INR,03/12/2022,FALSE,17/12/2020
431,Mason Ltd,Airbnb,4471.74,EUR,11/10/2022,FALSE,10/11/2020
432,"Williams, Reyes and Kennedy",Zillow,2341.09,INR,24/09/2023,TRUE,03/07/2021
433,"Crane, Pineda and Frederick",Airbnb,3177.31,EUR,13/03/2024,TRUE,03/09/2024
434,Khan Inc,Zillow,2693.68,USD,25/09/2020,FALSE,20/12/2022
435,Beck-Gray,Zillow,2451.37,EUR,10/09/2024,FALSE,13/05/2024
436,Johnson Ltd,Craigslist,2576.31,EUR,12/04/2021,TRUE,20/03/2022
437,Ray LLC,Realtor,3949.42,INR,22/11/2023,FALSE,17/02/2020
438,"Ibarra, Powell and Edwards",Craigslist,2077.65,EUR,01/09/2022,FALSE,09/10/2024
439,"Sheppard, Khan and Collins",Zillow,1520.5,INR,13/08/2020,FALSE,24/09/2024
440,"Salazar, Harris and Hopkins",Airbnb,1693.56,EUR,25/01/2020,FALSE,05/01/2021
441,Houston-Doyle,Airbnb,3668.72,USD,29/08/2023,FALSE,01/04/2023
442,"Chavez, Sullivan and Wolf",Airbnb,4436.5,USD,21/08/2021,FALSE,22/12/2022
443,Goodwin-Cobb,Zillow,1757.81,INR,14/11/2021,TRUE,27/06/2020
444,Hubbard-Bryan,Realtor,4870.3,USD,22/03/2021,FALSE,17/03/2021
445,Marshall LLC,Airbnb,4073.24,INR,19/09/2023,TRUE,02/09/2021
446,Cole-May,Craigslist,1180.71,USD,08/03/2025,TRUE,22/12/2023
447,"Walters, Bond and Clark",Airbnb,4799.79,USD,22/06/2021,TRUE,30/12/2021
448,"Swanson, Anderson and Carter",Zillow,4455.46,EUR,15/08/2020,FALSE,12/05/2024
449,Cantu PLC,Apartments.com,1929.41,USD,26/07/2024,TRUE,21/04/2020
450,Reed LLC,Realtor,4781.65,USD,22/12/2024,FALSE,26/08/2022
451,Pittman-Manning,Realtor,4949.89,USD,01/12/2022,TRUE,21/05/2023
452,Ferguson Ltd,Airbnb,4602.52,EUR,23/04/2021,FALSE,21/12/2022
453,Hale LLC,Realtor,3612.09,EUR,15/02/2021,FALSE,15/11/2023
454,Stephenson-Allen,Zillow,4884.62,EUR,08/02/2020,FALSE,03/09/2020
455,Bailey Ltd,Realtor,3713.8,EUR,11/04/2020,TRUE,29/03/2022
456,Lee-Mullen,Craigslist,3868.21,INR,19/11/2020,FALSE,06/04/2023
457,Reynolds Group,Apartments.com,4908.99,USD,07/04/2022,TRUE,31/08/2024
458,Jordan PLC,Realtor,3072.45,EUR,15/12/2022,TRUE,26/01/2020
459,Collins-Harris,Realtor,1260.36,EUR,29/11/2024,TRUE,27/03/2024
460,Hardy-Nguyen,Airbnb,3800.48,USD,03/03/2021,FALSE,13/05/2023
461,"Mccoy, Reyes and Adkins",Zillow,2805.92,INR,04/11/2023,FALSE,26/03/2023
462,"Martin, Montoya and Miller",Airbnb,4676.58,USD,15/03/2023,FALSE,27/08/2021
463,Morgan Group,Airbnb,1157.01,INR,15/02/2024,TRUE,17/02/2022
464,Townsend-Mitchell,Craigslist,4577.99,EUR,16/05/2021,FALSE,01/10/2022
465,"Wong, Blake and Butler",Craigslist,1599.9,EUR,20/05/2022,TRUE,05/11/2023
466,Johnson Inc,Apartments.com,3295.36,EUR,01/02/2021,TRUE,19/05/2021
467,Moore PLC,Apartments.com,3060.49,USD,31/01/2021,FALSE,04/12/2020
468,"Haney, Wilson and Jackson",Craigslist,1462.73,USD,16/11/2023,TRUE,28/10/2021
469,Edwards LLC,Realtor,4589.89,INR,15/03/2020,TRUE,04/10/2024
470,Richardson LLC,Realtor,3518.54,EUR,14/10/2020,FALSE,16/07/2020
471,"Miller, Mcdaniel and Garcia",Craigslist,3541.41,USD,11/12/2020,FALSE,01/05/2023
472,Guzman-Mills,Craigslist,2715.5,EUR,02/04/2023,TRUE,15/08/2022
473,"Brown, Smith and Hansen",Zillow,2341.86,EUR,01/08/2024,TRUE,11/04/2024
474,"Fisher, Quinn and Ray",Realtor,2344.9,INR,05/07/2023,TRUE,26/11/2022
475,Oconnor PLC,Airbnb,1717.29,USD,17/02/2020,FALSE,05/07/2024
476,Benson-Lopez,Craigslist,4155.41,INR,09/06/2020,TRUE,09/04/2021
477,Williams-Howard,Airbnb,2643.01,USD,16/02/2021,TRUE,21/11/2020
478,Mcclain-Hall,Apartments.com,1280.12,INR,06/06/2022,TRUE,16/05/2022
479,Oconnor-Goodman,Apartments.com,1659.76,USD,10/03/2025,TRUE,08/05/2020
480,Peters PLC,Craigslist,1207.03,EUR,18/02/2025,TRUE,16/10/2022
481,Meyers PLC,Craigslist,2715.13,INR,21/04/2022,TRUE,07/01/2025
482,Huber Ltd,Craigslist,3758.3,USD,28/03/2020,TRUE,22/09/2023
483,Mcneil Inc,Apartments.com,4309.27,USD,29/01/2025,FALSE,08/10/2023
484,Adams-Vasquez,Airbnb,4292.52,EUR,26/07/2023,TRUE,09/08/2023
485,Long Inc,Airbnb,4781.61,EUR,20/11/2023,FALSE,08/02/2025
486,Blair Inc,Realtor,4877.05,EUR,28/06/2022,FALSE,22/09/2024
487,"Drake, Baker and Morales",Realtor,2906.56,USD,08/10/2020,TRUE,12/04/2021
488,"Andersen, Martinez and Washington",Realtor,4873.28,EUR,18/03/2023,FALSE,04/12/2021
489,"Dixon, Perez and Ramos",Realtor,2051.54,USD,08/01/2025,FALSE,12/12/2022
490,"Hawkins, Hernandez and Harris",Zillow,2413.37,USD,17/04/2021,TRUE,05/10/2023
491,Wood-Grant,Apartments.com,1194.57,INR,12/05/2022,FALSE,20/03/2023
492,"Allen, Johnson and Davis",Zillow,1651.12,USD,11/05/2022,TRUE,12/04/2023
493,Martinez-Smith,Craigslist,2176.57,EUR,02/07/2023,TRUE,22/10/2023
494,Rodriguez-Beck,Airbnb,3688.17,USD,24/07/2021,TRUE,14/12/2024
495,Stephens Inc,Airbnb,4886.39,EUR,22/11/2023,FALSE,19/11/2020
496,"Kennedy, Lambert and Roberts",Zillow,4964.56,USD,05/04/2021,FALSE,29/07/2024
497,Meyers-Perez,Airbnb,3400.28,EUR,22/05/2020,FALSE,17/03/2022
498,"Howell, Andrews and Burnett",Realtor,2179.8,USD,27/07/2021,TRUE,23/05/2020
499,Robinson Ltd,Realtor,4311.09,EUR,24/05/2020,FALSE,02/05/2023
500,"Phillips, Adkins and Rodriguez",Zillow,3863.59,USD,15/09/2023,FALSE,02/01/2025
501,"Parrish, Rivers and Alvarez",Realtor,2205.56,EUR,22/11/2020,TRUE,26/04/2020
502,Davis-Cooper,Apartments.com,4568.34,INR,03/10/2020,TRUE,27/11/2020
503,West-Johnston,Craigslist,4568.5,USD,26/05/2023,TRUE,20/04/2020
504,Patton-Mendoza,Apartments.com,1343.22,USD,13/05/2024,TRUE,12/10/2023
505,Cruz-Dennis,Craigslist,2737.73,EUR,02/01/2022,FALSE,18/10/2020
506,Ramos PLC,Craigslist,4506.25,EUR,07/12/2024,TRUE,22/02/2023
507,Johnson Inc,Zillow,4488.91,INR,15/03/2020,FALSE,31/12/2021
508,Smith Inc,Zillow,1208.57,EUR,16/09/2024,FALSE,23/01/2022
509,Nichols-Smith,Apartments.com,2748.82,USD,08/03/2025,FALSE,20/01/2022
510,Blake Inc,Apartments.com,3451.46,INR,07/11/2021,TRUE,15/06/2024
511,Ryan PLC,Craigslist,3547.11,USD,08/10/2023,FALSE,29/02/2024
512,"Sharp, Dickson and Martin",Zillow,2532.62,EUR,01/09/2023,TRUE,27/07/2021
513,"Allen, Johns and Barnes",Zillow,2906.3,USD,20/06/2024,FALSE,07/11/2022
514,Vasquez Ltd,Craigslist,1230.27,EUR,25/06/2023,FALSE,07/06/2020
515,"Deleon, Alvarez and Walker",Apartments.com,4365.22,INR,11/08/2023,FALSE,15/04/2021
516,"Byrd, Edwards and Morris",Craigslist,1253.62,EUR,16/05/2021,FALSE,31/01/2020
517,Simon PLC,Realtor,3163.03,EUR,07/06/2024,TRUE,21/07/2021
518,"Smith, Gomez and Taylor",Airbnb,4022.61,USD,11/06/2022,FALSE,11/09/2024
519,Walker-Howard,Zillow,4706.13,EUR,29/08/2023,TRUE,08/04/2020
520,Velez-Thomas,Zillow,1636.35,EUR,13/08/2020,FALSE,03/03/2024
521,Cummings Ltd,Zillow,3099.64,EUR,30/03/2021,FALSE,25/12/2022
522,Guerrero Inc,Airbnb,3008.01,EUR,19/05/2024,FALSE,12/09/2024
523,"Floyd, Oconnor and Klein",Craigslist,4751.76,INR,17/03/2022,TRUE,17/09/2020
524,Roth Group,Realtor,3801.96,USD,06/10/2020,TRUE,11/10/2020
525,"Anderson, Fitzpatrick and Baker",Zillow,1188.68,USD,09/12/2023,TRUE,18/05/2022
526,Mason-Nelson,Airbnb,4332.58,USD,07/07/2021,TRUE,25/06/2024
527,Salas-Villarreal,Airbnb,1238.49,INR,14/06/2023,TRUE,13/03/2020
528,Nelson-Schwartz,Apartments.com,4444.3,INR,13/11/2020,FALSE,09/01/2020
529,"Rogers, Wise and Wallace",Realtor,1506.42,INR,20/07/2021,FALSE,18/05/2020
530,Randolph PLC,Realtor,1049.98,USD,29/07/2024,TRUE,06/08/2020
531,Thornton and Sons,Realtor,2076.55,INR,22/09/2024,TRUE,04/10/2021
532,Wood-Scott,Craigslist,4806.21,INR,14/04/2023,TRUE,21/05/2024
533,"Williams, Newton and Martinez",Zillow,3561.99,USD,01/07/2021,TRUE,17/08/2023
534,Booth-Horton,Airbnb,4852.17,USD,27/02/2023,TRUE,13/11/2020
535,Clayton-Hamilton,Airbnb,1934.57,INR,01/12/2024,FALSE,01/07/2024
536,Trujillo Ltd,Realtor,3901.08,INR,26/02/2023,FALSE,06/02/2020
537,Richards-Anderson,Airbnb,1893.79,INR,27/11/2021,FALSE,22/08/2020
538,"Prince, Reid and Jennings",Craigslist,4514.29,INR,25/05/2023,TRUE,06/05/2021
539,Middleton and Sons,Airbnb,2725.63,USD,27/05/2020,FALSE,22/10/2021
540,Hicks-Meyer,Apartments.com,4504.65,USD,04/10/2020,FALSE,09/11/2023
541,King-Molina,Airbnb,2657.8,EUR,17/11/2024,TRUE,10/10/2024
542,Wilson and Sons,Airbnb,4233.79,EUR,22/01/2022,FALSE,08/01/2024
543,Levy Ltd,Zillow,1547.37,INR,06/11/2021,TRUE,06/07/2020
544,"Vaughan, Jordan and Henson",Realtor,1991.79,INR,17/03/2024,FALSE,06/02/2025
545,Simmons LLC,Craigslist,2291.04,USD,11/05/2021,TRUE,19/03/2025
546,Hughes-Johnson,Apartments.com,4714.77,EUR,11/04/2022,TRUE,10/02/2022
547,Swanson-Baker,Apartments.com,1410.02,USD,16/12/2023,FALSE,11/06/2024
548,"Barnes, Pacheco and Rivas",Zillow,2811.43,EUR,05/03/2025,FALSE,26/07/2023
549,"King, Hernandez and Johnson",Airbnb,1367,INR,12/12/2024,FALSE,27/06/2022
550,Winters-Rodgers,Zillow,2632.73,USD,12/12/2024,TRUE,01/04/2021
551,Hill and Sons,Craigslist,2514.23,INR,19/02/2021,TRUE,23/05/2021
552,Davidson and Sons,Zillow,3447.87,INR,20/07/2021,FALSE,16/02/2023
553,"Peters, Gutierrez and Young",Realtor,3915.78,INR,02/11/2021,TRUE,25/03/2022
554,Wright Inc,Craigslist,1751.71,INR,21/06/2023,TRUE,08/09/2022
555,Scott LLC,Airbnb,3922.22,INR,24/02/2022,FALSE,05/01/2023
556,"Le, Wells and Lee",Craigslist,4571.63,INR,20/12/2021,TRUE,11/06/2022
557,"Campbell, Davis and Hall",Apartments.com,2609.93,EUR,18/01/2023,TRUE,30/10/2020
558,Mcdonald-Lawrence,Craigslist,4311.43,USD,10/01/2020,FALSE,31/05/2021
559,Atkinson-Williams,Realtor,4979.03,USD,08/08/2021,TRUE,14/03/2022
560,Smith-Clark,Airbnb,4174.74,USD,17/08/2023,FALSE,27/08/2023
561,"Jennings, Chavez and Smith",Realtor,1806.34,USD,05/05/2023,TRUE,21/01/2024
562,"Bailey, Hernandez and Garrett",Airbnb,4657.23,INR,20/12/2020,FALSE,07/01/2025
563,Phillips and Sons,Craigslist,3159.09,USD,06/04/2020,FALSE,21/07/2024
564,Zimmerman LLC,Airbnb,1871.45,EUR,27/06/2021,TRUE,19/03/2021
565,Salas-Collins,Airbnb,3864.41,INR,27/07/2022,FALSE,30/01/2024
566,"Fields, Myers and Romero",Craigslist,3009.89,EUR,09/01/2021,FALSE,11/02/2021
567,Diaz-Herrera,Craigslist,1854.04,INR,15/01/2024,TRUE,29/06/2021
568,Koch-Hicks,Apartments.com,2490.54,USD,01/02/2024,FALSE,27/08/2022
569,Miller Group,Zillow,3109.3,INR,20/04/2022,FALSE,30/08/2023
570,Camacho-Crawford,Realtor,3642.96,USD,08/02/2023,FALSE,11/08/2022
571,"Taylor, Moore and Hart",Apartments.com,2927.88,USD,12/02/2023,FALSE,01/06/2023
572,Smith-Williams,Craigslist,4643.21,INR,23/07/2021,TRUE,22/02/2023
573,"Shaw, Foster and Brown",Craigslist,1574.35,INR,23/11/2020,FALSE,10/04/2020
574,Brown Group,Apartments.com,4016.83,EUR,22/07/2022,FALSE,21/05/2021
575,Bowen-Villanueva,Zillow,3046.17,USD,20/03/2023,TRUE,28/12/2020
576,Levine-Hoffman,Airbnb,3673,EUR,26/11/2023,FALSE,15/01/2020
577,Davis-Perez,Zillow,2401.59,USD,12/07/2021,TRUE,04/06/2023
578,Gilbert PLC,Realtor,1207.73,INR,01/07/2023,TRUE,18/07/2023
579,Joyce-Patel,Craigslist,1185.38,EUR,25/01/2020,TRUE,28/03/2024
580,"Rogers, Pugh and Morse",Apartments.com,4667.1,USD,10/12/2020,FALSE,10/08/2024
581,"Smith, Walker and Mann",Apartments.com,3489.23,EUR,11/10/2021,TRUE,11/08/2021
582,Fuentes-Hopkins,Craigslist,4343.93,INR,28/07/2020,FALSE,05/01/2020
583,Powers-Hill,Apartments.com,3796.03,USD,04/07/2023,TRUE,26/04/2024
584,Edwards-Willis,Airbnb,2527.63,USD,06/02/2021,TRUE,30/08/2022
585,Martinez LLC,Realtor,4188.7,EUR,23/07/2023,TRUE,16/02/2025
586,Lopez-Nichols,Apartments.com,3524.46,EUR,15/03/2021,TRUE,20/07/2024
587,Moss-Vazquez,Zillow,1549.54,EUR,25/11/2024,TRUE,27/09/2020
588,Phillips-Martinez,Realtor,2459.04,INR,21/08/2023,FALSE,28/02/2022
589,Friedman and Sons,Realtor,4881.01,INR,16/10/2022,FALSE,05/03/2022
590,"Moreno, Mckinney and Smith",Zillow,4855.34,EUR,06/04/2021,TRUE,08/08/2020
591,Obrien-Mcfarland,Apartments.com,2514.28,USD,13/08/2021,FALSE,03/05/2024
592,"Patel, White and White",Craigslist,2956.4,INR,29/01/2025,FALSE,05/03/2025
593,Jackson PLC,Apartments.com,1332.29,EUR,22/11/2024,FALSE,02/02/2025
594,"Williams, Bryant and Jordan",Apartments.com,2675.94,EUR,15/01/2022,TRUE,18/11/2020
595,"Knight, Martin and Williams",Zillow,2830.34,USD,12/06/2022,FALSE,24/07/2024
596,Chavez and Sons,Zillow,2981.91,EUR,22/08/2024,TRUE,21/06/2022
597,"Poole, Cook and Cole",Zillow,3545.43,USD,05/02/2025,TRUE,01/03/2024
598,Benson-Lewis,Realtor,4594.02,USD,05/11/2022,TRUE,14/02/2023
599,Patton-Ramsey,Apartments.com,1728.01,INR,20/05/2024,TRUE,20/06/2023
600,Poole-Craig,Craigslist,2214.18,USD,24/01/2020,TRUE,22/09/2023
601,"Rowland, Henderson and Erickson",Apartments.com,4717.56,USD,19/12/2024,FALSE,08/02/2021
602,Vargas-Gutierrez,Apartments.com,3336.33,EUR,09/11/2023,TRUE,30/09/2020
603,"Charles, Baker and Hawkins",Apartments.com,2858.33,EUR,01/04/2021,TRUE,11/04/2024
604,"Spencer, Craig and Clay",Realtor,4722.34,INR,14/02/2023,FALSE,07/06/2021
605,"Smith, Marshall and Baldwin",Realtor,3815.29,EUR,27/01/2021,TRUE,04/03/2022
606,"Ramsey, Stafford and Small",Airbnb,2665.99,INR,28/02/2020,FALSE,19/07/2022
